stichdatum;plz;geschlecht;vorname;anzahl;rang;ortbez18
2018-11-01;1231;w;Caroline;18;4;Conches
2018-11-01;1231;m;David;27;1;Conches
2018-11-01;1231;m;Marc;22;4;Conches
2018-11-01;1222;m;Philippe;81;1;Vésenaz
2018-11-01;1223;m;Philippe;54;1;Cologny
2018-11-01;1223;m;Alexandre;52;2;Cologny
2018-11-01;1222;m;Nicolas;67;2;Vésenaz
2018-11-01;1223;m;Pierre;49;4;Cologny
2018-11-01;1219;w;Sandra;90;3;Aïre/Châtelaine/Le Lignon
2018-11-01;1218;m;Daniel;59;5;Le Grand-Saconnex
2018-11-01;1220;m;Antonio;51;2;Les Avanchets
2018-11-01;1220;m;David;46;4;Les Avanchets
2018-11-01;1220;m;José;56;1;Les Avanchets
2018-11-01;1232;m;Philippe;41;3;Confignon
2018-11-01;1232;m;Jean;43;1;Confignon
2018-11-01;1234;w;Nicole;28;4;Vessy
2018-11-01;1234;w;Maria;67;1;Vessy
2018-11-01;1234;m;Alexandre;42;4;Vessy
2018-11-01;1236;w;Marie;8;4;Cartigny
2018-11-01;1237;w;Maria;23;1;Avully
2018-11-01;1248;m;Philippe;21;1;Hermance
2018-11-01;1247;m;Alexandre;24;5;Anières
2018-11-01;1252;w;Catherine;23;2;Meinier
2018-11-01;1246;m;David;22;2;Corsier GE
2018-11-01;1248;m;David;12;4;Hermance
2018-11-01;1251;w;Sandra;8;1;Gy
2018-11-01;1251;w;Nicole;6;4;Gy
2018-11-01;1323;m;n/a;5;4;Romainmôtier
2018-11-01;1323;m;Marc;7;1;Romainmôtier
2018-11-01;1324;m;Philippe;6;1;Premier
2018-11-01;1325;w;n/a;5;2;Vaulion
2018-11-01;1322;m;n/a;3;4;Croy
2018-11-01;1329;w;n/a;3;4;Bretonnières
2018-11-01;1326;m;n/a;4;2;Juriens
2018-11-01;1376;w;Nathalie;12;1;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2018-11-01;1376;m;Michel;10;3;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2018-11-01;1376;m;Pierre;12;1;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2018-11-01;1376;w;Marie;7;4;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2018-11-01;1375;m;Pascal;6;2;Penthéréaz
2018-11-01;1347;m;Pierre;24;4;Le Sentier/Le Solliat
2018-11-01;1348;m;Daniel;11;4;Le Brassus
2018-11-01;1350;w;Maria;133;1;Orbe
2018-11-01;1347;w;Françoise;15;4;Le Sentier/Le Solliat
2018-11-01;1347;m;Michel;25;3;Le Sentier/Le Solliat
2018-11-01;1347;w;Maria;29;1;Le Sentier/Le Solliat
2018-11-01;1346;m;Michel;6;3;Les Bioux
2018-11-01;1345;m;n/a;5;5;Le Lieu/Le Séchey
2018-11-01;1346;w;Patricia;9;1;Les Bioux
2018-11-01;1346;w;Maria;9;1;Les Bioux
2018-11-01;1346;m;Rémy;8;1;Les Bioux
2018-11-01;1410;m;Pascal;15;3;Thierrens/St-Cierges/Denezy/Correvon/Prévondavaux
2018-11-01;1410;w;Maria;12;4;Thierrens/St-Cierges/Denezy/Correvon/Prévondavaux
2018-11-01;1345;w;Véronique;6;1;Le Lieu/Le Séchey
2018-11-01;1343;m;n/a;5;1;Les Charbonnières
2018-11-01;1344;m;Philippe;6;3;L'Abbaye
2018-11-01;1407;w;Françoise;9;1;Bioley-Magnoux/Donneloye/Mézery-Donneloye/Gossens
2018-11-01;1407;w;Audrey;8;4;Bioley-Magnoux/Donneloye/Mézery-Donneloye/Gossens
2018-11-01;1400;w;Monique;141;4;Yverdon-les-Bains/Cheseaux-Noréaz
2018-11-01;1400;m;Antonio;212;4;Yverdon-les-Bains/Cheseaux-Noréaz
2018-11-01;1377;m;Michel;7;1;Oulens-Echallens
2018-11-01;1354;w;n/a;5;1;Montcherand
2018-11-01;1352;w;Isabelle;6;2;Agiez
2018-11-01;1350;w;Christine;38;3;Orbe
2018-11-01;1350;m;David;46;3;Orbe
2018-11-01;1412;w;n/a;4;5;Valeyres-Ursins/Ursins
2018-11-01;1410;w;Christine;18;1;Thierrens/St-Cierges/Denezy/Correvon/Prévondavaux
2018-11-01;1410;w;Sophie;12;4;Thierrens/St-Cierges/Denezy/Correvon/Prévondavaux
2018-11-01;1407;w;Martine;8;4;Bioley-Magnoux/Donneloye/Mézery-Donneloye/Gossens
2018-11-01;1407;m;Eric;10;1;Bioley-Magnoux/Donneloye/Mézery-Donneloye/Gossens
2018-11-01;1453;w;Fabienne;8;2;Mauborget/Bullet
2018-11-01;1453;m;Daniel;10;1;Mauborget/Bullet
2018-11-01;1453;w;Martine;9;1;Mauborget/Bullet
2018-11-01;1452;w;Laurence;7;1;Les Rasses
2018-11-01;1443;m;David;7;1;Champvent/Villars-Champvent/Essert-s-Champvent
2018-11-01;1442;w;Catherine;12;1;Montagny-Yverdon
2018-11-01;1442;m;Philippe;9;1;Montagny-Yverdon
2018-11-01;1441;w;Sandra;15;1;Valeyres-Montagny
2018-11-01;1441;w;Maria;15;1;Valeyres-Montagny
2018-11-01;1438;m;Alexandre;7;1;Mathod
2018-11-01;1437;m;n/a;3;2;Suscévaz
2018-11-01;1438;m;André;6;2;Mathod
2018-11-01;1439;m;n/a;5;3;Rances
2018-11-01;1443;m;Olivier;6;3;Champvent/Villars-Champvent/Essert-s-Champvent
2018-11-01;1443;m;José;6;3;Champvent/Villars-Champvent/Essert-s-Champvent
2018-11-01;1528;w;Filomena;6;1;Surpierre/Praratoud
2018-11-01;1532;w;Nathalie;20;1;Fétigny
2018-11-01;1530;m;Pierre;67;4;Payerne
2018-11-01;1530;w;Sandra;48;5;Payerne
2018-11-01;1533;m;n/a;5;3;Ménières
2018-11-01;1533;w;n/a;4;4;Ménières
2018-11-01;1541;w;Fabienne;14;2;Bussy FR/Sévaz/Morens FR
2018-11-01;1538;w;n/a;2;4;Treytorrens-Payern
2018-11-01;1544;m;Michel;14;1;Gletterens
2018-11-01;1544;m;José;13;2;Gletterens
2018-11-01;1545;w;n/a;5;4;Chevroux
2018-11-01;1536;m;n/a;4;5;Combremont-Petit
2018-11-01;1537;m;n/a;3;2;Champtauroz
2018-11-01;1538;w;n/a;3;1;Treytorrens-Payern
2018-11-01;1541;m;Christophe;10;4;Bussy FR/Sévaz/Morens FR
2018-11-01;1543;w;Evelyne;6;4;Grandcour
2018-11-01;1544;w;Maria;17;1;Gletterens
2018-11-01;1543;m;David;12;1;Grandcour
2018-11-01;1532;m;Christophe;11;2;Fétigny
2018-11-01;1532;w;Carmen;8;5;Fétigny
2018-11-01;1541;w;Isabella;10;5;Bussy FR/Sévaz/Morens FR
2018-11-01;1541;m;Julien;10;4;Bussy FR/Sévaz/Morens FR
2018-11-01;1542;w;Marie-Louise;6;3;Rueyres-les-Prés
2018-11-01;1580;w;Maria;123;1;Avenches/Oleyres/Donatyre
2018-11-01;1568;m;Peter;6;4;Portalban
2018-11-01;1470;w;Monique;42;3;Estavayer-le-Lac/Lully FR/Seiry/Bollion
2018-11-01;1470;w;Sandra;41;4;Estavayer-le-Lac/Lully FR/Seiry/Bollion
2018-11-01;1470;w;Marie;46;2;Estavayer-le-Lac/Lully FR/Seiry/Bollion
2018-11-01;1473;m;Christian;7;5;Font/Châtillon FR
2018-11-01;1473;m;Marek;9;2;Font/Châtillon FR
2018-11-01;1468;w;Nathalie;11;4;Cheyres
2018-11-01;1468;m;Peter;17;3;Cheyres
2018-11-01;1468;w;Maria;12;1;Cheyres
2018-11-01;1524;w;n/a;4;3;Marnand
2018-11-01;1522;w;Christine;15;5;Lucens/Oulens-sur-Lucens
2018-11-01;1522;m;Antonio;29;1;Lucens/Oulens-sur-Lucens
2018-11-01;1522;m;Michel;26;3;Lucens/Oulens-sur-Lucens
2018-11-01;1522;m;David;24;4;Lucens/Oulens-sur-Lucens
2018-11-01;1523;m;Michel;12;4;Granges-Marnand
2018-11-01;1525;w;Martine;6;4;Henniez/Seigneux
2018-11-01;1525;m;Daniel;7;3;Henniez/Seigneux
2018-11-01;1525;w;Sandra;7;2;Henniez/Seigneux
2018-11-01;1515;m;n/a;4;5;Villars-le-Comte/Neyruz-sur-Moudon
2018-11-01;1512;w;n/a;4;5;Chavannes-s-Moudon
2018-11-01;1521;w;Stéfany;6;1;Curtilles
2018-11-01;1521;w;Melissa;6;1;Curtilles
2018-11-01;1521;w;Tatiane;6;1;Curtilles
2018-11-01;1475;w;Caroline;9;2;Autavaux/Montbrelloz/Forel FR
2018-11-01;1484;m;Christian;8;2;Aumont/Granges-de-Vesin
2018-11-01;1483;w;Anne;9;5;Montet (Broye)/Vesin/Frasses
2018-11-01;1482;m;François;11;2;Cugy FR
2018-11-01;1474;m;Marc;7;4;Châbles FR
2018-11-01;1482;m;Jacques;11;2;Cugy FR
2018-11-01;1485;w;Sarah;8;1;Nuvilly
2018-11-01;1482;m;Marc;11;2;Cugy FR
2018-11-01;1509;w;Stéphanie;6;5;Vucherens
2018-11-01;1510;w;Ana;46;2;Moudon/Syens
2018-11-01;1486;m;n/a;4;2;Vuissens
2018-11-01;1489;m;Pascal;7;2;Murist
2018-11-01;1486;w;n/a;5;1;Vuissens
2018-11-01;1485;w;n/a;5;4;Nuvilly
2018-11-01;1526;m;n/a;3;3;Forel-sur-Lucens/Cremin
2018-11-01;1527;m;Christian;7;1;Villeneuve FR
2018-11-01;1527;m;Geoffrey;6;2;Villeneuve FR
2018-11-01;1528;m;Christophe;6;1;Surpierre/Praratoud
2018-11-01;1530;w;Catherine;59;4;Payerne
2018-11-01;1529;m;Patrick;6;1;Cheiry
2018-11-01;1554;m;Daniel;6;1;Sédeilles/Rossens VD
2018-11-01;1554;w;n/a;4;2;Sédeilles/Rossens VD
2018-11-01;1553;m;Christian;9;4;Châtonnaye
2018-11-01;1553;w;Chantal;10;1;Châtonnaye
2018-11-01;1614;m;Stéphane;7;3;Granges (Veveyse)
2018-11-01;1614;m;Christian;8;2;Granges (Veveyse)
2018-11-01;8125;w;Elisabeth;50;1;Zollikerberg
2018-11-01;8125;m;Daniel;66;1;Zollikerberg
2018-11-01;8125;m;Andreas;62;3;Zollikerberg
2018-11-01;8125;m;Hans;48;4;Zollikerberg
2018-11-01;8126;w;Monika;43;4;Zumikon
2018-11-01;8126;m;Peter;68;2;Zumikon
2018-11-01;8126;m;Daniel;49;4;Zumikon
2018-11-01;8127;w;Barbara;37;1;Forch
2018-11-01;8127;w;Ruth;30;3;Forch
2018-11-01;8132;w;Andrea;51;1;Hinteregg/Egg b. Zürich
2018-11-01;8132;w;Elisabeth;44;5;Hinteregg/Egg b. Zürich
2018-11-01;8133;m;Martin;17;3;Esslingen
2018-11-01;8134;w;Anna;116;2;Adliswil
2018-11-01;8134;m;Michael;159;3;Adliswil
2018-11-01;8134;m;Thomas;131;4;Adliswil
2018-11-01;8135;w;Barbara;50;2;Langnau am Albis/Sihlbrugg Station/Sihlwald
2018-11-01;8135;m;Peter;88;1;Langnau am Albis/Sihlbrugg Station/Sihlwald
2018-11-01;8135;m;Christian;59;5;Langnau am Albis/Sihlbrugg Station/Sihlwald
2018-11-01;8136;w;Daniela;19;3;Gattikon
2018-11-01;8142;w;Ruth;29;5;Uitikon Waldegg
2018-11-01;8152;m;Peter;112;3;Opfikon/Glattbrugg/Glattpark(Opfikon)
2018-11-01;8152;m;Thomas;108;4;Opfikon/Glattbrugg/Glattpark(Opfikon)
2018-11-01;8153;w;Daniela;36;4;Rümlang
2018-11-01;8153;m;Walter;52;5;Rümlang
2018-11-01;8154;w;Sandra;44;1;Oberglatt ZH
2018-11-01;8156;w;Sandra;24;1;Oberhasli
2018-11-01;8156;w;Monika;20;2;Oberhasli
2018-11-01;8156;w;Ruth;19;4;Oberhasli
2018-11-01;8156;m;Daniel;29;2;Oberhasli
2018-11-01;8156;m;Martin;19;5;Oberhasli
2018-11-01;8162;w;Sandra;34;1;Steinmaur/Sünikon
2018-11-01;8165;w;Claudia;30;4;Schleinikon/Oberweningen/Schöfflisdorf
2018-11-01;8165;m;Peter;66;1;Schleinikon/Oberweningen/Schöfflisdorf
2018-11-01;8166;w;Sandra;20;2;Niederweningen
2018-11-01;8166;m;Markus;27;5;Niederweningen
2018-11-01;8172;w;Karin;26;5;Niederglatt ZH
2018-11-01;8173;w;Sandra;33;1;Neerach
2018-11-01;8173;w;Elisabeth;26;4;Neerach
2018-11-01;8174;w;Sandra;19;1;Stadel
2018-11-01;8174;w;Heidi;11;4;Stadel
2018-11-01;8174;m;Daniel;20;1;Stadel
2018-11-01;8174;m;Peter;18;2;Stadel
2018-11-01;8175;m;Peter;16;1;Windlach
2018-11-01;8175;m;Patrick;8;5;Windlach
2018-11-01;8180;w;Monika;118;4;Bülach
2018-11-01;8180;m;Peter;221;1;Bülach
2018-11-01;8181;w;Sandra;14;4;Höri
2018-11-01;8181;m;Peter;32;1;Höri
2018-11-01;8182;w;Nadine;15;2;Hochfelden
2018-11-01;8182;w;Beatrice;12;4;Hochfelden
2018-11-01;8182;m;Hans;23;2;Hochfelden
2018-11-01;8182;m;Michael;19;4;Hochfelden
2018-11-01;8182;m;Martin;19;4;Hochfelden
2018-11-01;8184;w;Claudia;30;2;Bachenbülach
2018-11-01;8184;w;Sandra;29;3;Bachenbülach
2018-11-01;8185;w;Ursula;31;3;Winkel
2018-11-01;8187;w;Silvia;12;1;Weiach
2018-11-01;8187;m;Daniel;22;1;Weiach
2018-11-01;8187;m;Christian;16;5;Weiach
2018-11-01;8192;w;Barbara;33;3;Glattfelden/Zweidlen
2018-11-01;8192;m;Thomas;54;1;Glattfelden/Zweidlen
2018-11-01;8192;m;Marco;43;5;Glattfelden/Zweidlen
2018-11-01;8193;w;Susanne;31;4;Eglisau
2018-11-01;8193;m;Peter;53;2;Eglisau
2018-11-01;8194;m;Andreas;12;4;Hüntwangen
2018-11-01;8195;w;Monika;8;1;Wasterkingen
2018-11-01;8195;w;n/a;4;5;Wasterkingen
2018-11-01;8195;m;Peter;13;1;Wasterkingen
2018-11-01;8195;m;Daniel;7;4;Wasterkingen
2018-11-01;8196;w;Karin;17;1;Wil ZH
2018-11-01;8196;m;Michael;18;2;Wil ZH
2018-11-01;8196;m;Walter;16;5;Wil ZH
2018-11-01;8197;w;Monika;33;1;Rafz
2018-11-01;8200;w;Ruth;178;3;Schaffhausen
2018-11-01;8200;w;Claudia;168;5;Schaffhausen
2018-11-01;8200;m;Hans;208;5;Schaffhausen
2018-11-01;8203;m;Andreas;26;5;Schaffhausen
2018-11-01;8207;m;Martin;32;5;Schaffhausen
2018-11-01;8208;w;n/a;2;1;Schaffhausen
2018-11-01;8212;w;Monika;56;4;Neuhausen/Nohl
2018-11-01;8213;w;Andrea;19;2;Neunkirch
2018-11-01;8213;m;Michael;30;1;Neunkirch
2018-11-01;8213;m;Martin;23;5;Neunkirch
2018-11-01;8214;w;Ursula;12;1;Gächlingen
2018-11-01;8214;w;Sandra;8;4;Gächlingen
2018-11-01;8214;w;Silvia;8;4;Gächlingen
2018-11-01;8214;m;Michael;10;4;Gächlingen
2018-11-01;8215;m;Peter;33;2;Hallau
2018-11-01;8216;w;Margrit;6;1;Oberhallau
2018-11-01;8217;m;Thomas;15;4;Wilchingen
2018-11-01;8218;w;n/a;3;4;Osterfingen
2018-11-01;8219;m;Andreas;8;2;Trasadingen
2018-11-01;8219;m;Walter;7;3;Trasadingen
2018-11-01;8222;w;Ursula;32;3;Beringen
2018-11-01;8222;m;Daniel;47;3;Beringen
2018-11-01;8222;m;Michael;45;4;Beringen
2018-11-01;8223;m;n/a;4;1;Guntmadingen
2018-11-01;8223;m;n/a;3;2;Guntmadingen
2018-11-01;8224;m;Martin;20;3;Löhningen
2018-11-01;8224;m;Thomas;15;4;Löhningen
2018-11-01;8225;w;Karin;11;2;Siblingen
2018-11-01;8225;m;Markus;12;4;Siblingen
2018-11-01;8226;m;Christian;21;4;Schleitheim
2018-11-01;8228;m;n/a;5;5;Beggingen
2018-11-01;8231;w;n/a;5;4;Hemmental
2018-11-01;8231;m;Markus;8;2;Hemmental
2018-11-01;8232;m;Daniel;11;2;Merishausen
2018-11-01;8232;m;Bruno;10;3;Merishausen
2018-11-01;8232;m;Urs;10;3;Merishausen
2018-11-01;8233;m;Daniel;6;1;Bargen SH
2018-11-01;8233;m;n/a;5;3;Bargen SH
2018-11-01;8234;w;Nicole;16;1;Stetten SH
2018-11-01;8234;w;Sandra;10;3;Stetten SH
2018-11-01;8234;w;Silvia;9;5;Stetten SH
2018-11-01;8234;m;Christian;16;2;Stetten SH
2018-11-01;8234;m;Daniel;14;5;Stetten SH
2018-11-01;8235;w;Nicole;12;2;Lohn SH
2018-11-01;8235;m;Markus;14;2;Lohn SH
2018-11-01;8236;m;Kurt;6;2;Opfertshofen SH/Büttenhardt
2018-11-01;8236;m;Daniel;6;2;Opfertshofen SH/Büttenhardt
2018-11-01;8239;w;Margrit;10;3;Dörflingen
2018-11-01;8239;m;Daniel;12;1;Dörflingen
2018-11-01;8239;m;Martin;11;4;Dörflingen
2018-11-01;8241;m;n/a;4;2;Barzheim
2018-11-01;8242;m;Walter;7;1;Bibern SH/Hofen SH
2018-11-01;8243;w;n/a;4;2;Altdorf SH
2018-11-01;8246;m;Stefan;11;3;Langwiesen
2018-11-01;8247;w;Barbara;17;3;Flurlingen
2018-11-01;8247;m;Andreas;13;5;Flurlingen
2018-11-01;8248;m;Thomas;18;3;Uhwiesen
2018-11-01;8253;w;Sandra;25;5;Diessenhofen/Willisdorf
2018-11-01;8253;m;Thomas;44;2;Diessenhofen/Willisdorf
2018-11-01;8253;m;Antonio;36;4;Diessenhofen/Willisdorf
2018-11-01;8253;m;Michael;34;5;Diessenhofen/Willisdorf
2018-11-01;8254;w;Margrit;9;5;Basadingen
2018-11-01;8254;m;Peter;19;1;Basadingen
2018-11-01;8254;m;Andreas;13;3;Basadingen
2018-11-01;8255;w;Silvia;11;1;Schlattingen
2018-11-01;8255;m;Andreas;12;1;Schlattingen
2018-11-01;8255;m;Peter;11;2;Schlattingen
2018-11-01;8255;m;Stefan;10;3;Schlattingen
2018-11-01;8259;w;Silvia;14;4;Kaltenbach/Rheinklingen/Wagenhausen/Etzwilen
2018-11-01;8260;m;Peter;54;1;Stein am Rhein
2018-11-01;8260;m;Hans;36;2;Stein am Rhein
2018-11-01;8260;m;Thomas;34;3;Stein am Rhein
2018-11-01;8261;m;Roger;6;1;Hemishofen
2018-11-01;8262;m;Michael;18;3;Ramsen
2018-11-01;8263;w;n/a;4;2;Buch SH
2018-11-01;8264;w;Karin;13;5;Eschenz
2018-11-01;8264;w;Maria;13;5;Eschenz
2018-11-01;8264;m;Peter;20;1;Eschenz
2018-11-01;8265;m;Andreas;9;1;Mammern
2018-11-01;8265;m;Martin;7;2;Mammern
2018-11-01;8265;m;Stefan;6;3;Mammern
2018-11-01;8934;m;Thomas;23;2;Knonau
2018-11-01;8942;m;Hans;54;3;Oberrieden
2018-11-01;8951;w;Sandra;13;3;Fahrweid
2018-11-01;8951;m;Walter;14;5;Fahrweid
2018-11-01;8952;w;Anna;101;2;Schlieren
2018-11-01;8953;w;Ursula;122;3;Dietikon
2018-11-01;8953;m;Marco;144;4;Dietikon
2018-11-01;8954;w;Elisabeth;25;5;Geroldswil
2018-11-01;8956;w;Elisabeth;10;4;Killwangen
2018-11-01;8957;w;Sandra;48;2;Spreitenbach
2018-11-01;8957;w;Monika;43;4;Spreitenbach
2018-11-01;8957;m;Daniel;63;2;Spreitenbach
2018-11-01;8962;m;Thomas;26;4;Bergdietikon
2018-11-01;8964;w;Daniela;27;3;Rudolfstetten
2018-11-01;8964;m;Peter;50;1;Rudolfstetten
2018-11-01;8965;w;Claudia;35;5;Berikon
2018-11-01;8965;m;Thomas;56;2;Berikon
2018-11-01;8966;w;Ursula;20;2;Oberwil-Lieli
2018-11-01;8966;w;Claudia;18;3;Oberwil-Lieli
2018-11-01;8966;w;Sandra;16;4;Oberwil-Lieli
2018-11-01;8966;w;Andrea;16;4;Oberwil-Lieli
2018-11-01;8966;m;Daniel;32;2;Oberwil-Lieli
2018-11-01;8966;m;Andreas;25;3;Oberwil-Lieli
2018-11-01;8967;w;Claudia;39;1;Widen
2018-11-01;8967;w;Maria;37;2;Widen
2018-11-01;8967;m;Daniel;46;2;Widen
2018-11-01;9000;w;Maria;371;1;St. Gallen
2018-11-01;9000;w;Claudia;227;3;St. Gallen
2018-11-01;9000;m;Peter;322;4;St. Gallen
2018-11-01;9008;w;Maria;79;1;St. Gallen
2018-11-01;9008;w;Barbara;40;5;St. Gallen
2018-11-01;9008;m;Thomas;80;1;St. Gallen
2018-11-01;9008;m;Michael;64;4;St. Gallen
2018-11-01;9010;w;Ruth;35;1;St. Gallen
2018-11-01;9010;w;Barbara;26;4;St. Gallen
2018-11-01;9011;w;Susanne;22;3;St. Gallen
2018-11-01;9011;m;Andreas;35;1;St. Gallen
2018-11-01;9011;m;Peter;28;5;St. Gallen
2018-11-01;9012;w;Claudia;17;2;St. Gallen
2018-11-01;9012;w;Maria;14;5;St. Gallen
2018-11-01;9014;w;Claudia;57;4;St. Gallen
2018-11-01;9014;m;Peter;91;2;St. Gallen
2018-11-01;9015;w;Maria;52;1;St. Gallen
2018-11-01;9015;w;Ursula;26;2;St. Gallen
2018-11-01;9016;w;Ursula;73;2;St. Gallen
2018-11-01;9016;w;Elisabeth;64;5;St. Gallen
2018-11-01;9016;m;Stefan;59;5;St. Gallen
2018-11-01;9030;w;Maria;43;1;Abtwil SG/St. Josefen
2018-11-01;9030;m;Daniel;67;1;Abtwil SG/St. Josefen
2018-11-01;9030;m;Peter;47;4;Abtwil SG/St. Josefen
2018-11-01;9032;m;Markus;28;5;Engelburg
2018-11-01;9033;w;Andrea;10;2;Untereggen
2018-11-01;9034;w;Andrea;20;1;Eggersriet
2018-11-01;9034;w;Maria;18;3;Eggersriet
2018-11-01;9035;w;Franziska;10;1;Grub AR
2018-11-01;9035;m;Thomas;15;2;Grub AR
2018-11-01;9036;w;Ruth;6;4;Grub SG
2018-11-01;9037;w;Heidi;7;3;Speicherschwendi
2018-11-01;9037;m;Thomas;11;4;Speicherschwendi
2018-11-01;9038;w;Erika;15;3;Rehetobel
2018-11-01;9038;w;Brigitte;14;5;Rehetobel
2018-11-01;9038;m;Walter;28;1;Rehetobel
2018-11-01;9038;m;Andreas;24;2;Rehetobel
2018-11-01;9038;m;Hans;21;4;Rehetobel
2018-11-01;9043;m;Daniel;25;2;Trogen
2018-11-01;9043;m;Thomas;25;2;Trogen
2018-11-01;9044;w;Brigitte;10;1;Wald AR
2018-11-01;9044;w;Barbara;9;2;Wald AR
2018-11-01;9044;w;Claudia;8;3;Wald AR
2018-11-01;9044;w;Monika;6;5;Wald AR
2018-11-01;9044;w;Rahel;6;5;Wald AR
2018-11-01;9044;m;Andreas;14;1;Wald AR
2018-11-01;9044;m;Jakob;13;3;Wald AR
2018-11-01;9044;m;Daniel;13;3;Wald AR
2018-11-01;9050;w;Maria;163;1;Appenzell/Appenzell Schlatt/Appenzell Enggenh./Appenzell Meister./Appenzell Eggerst./Appenzell Steinegg
2018-11-01;9050;w;Monika;74;3;Appenzell/Appenzell Schlatt/Appenzell Enggenh./Appenzell Meister./Appenzell Eggerst./Appenzell Steinegg
2018-11-01;9050;w;Karin;71;4;Appenzell/Appenzell Schlatt/Appenzell Enggenh./Appenzell Meister./Appenzell Eggerst./Appenzell Steinegg
2018-11-01;9050;m;Daniel;112;5;Appenzell/Appenzell Schlatt/Appenzell Enggenh./Appenzell Meister./Appenzell Eggerst./Appenzell Steinegg
2018-11-01;9052;w;Claudia;23;1;Niederteufen
2018-11-01;9052;w;Barbara;11;4;Niederteufen
2018-11-01;9052;m;Thomas;27;4;Niederteufen
2018-11-01;9052;m;Daniel;25;5;Niederteufen
2018-11-01;9053;m;Thomas;51;1;Teufen AR
2018-11-01;9053;m;Peter;49;2;Teufen AR
2018-11-01;9054;w;Karin;9;2;Haslen AI
2018-11-01;9054;w;Stefanie;6;5;Haslen AI
2018-11-01;9055;w;Monika;16;2;Bühler
2018-11-01;9055;w;Elisabeth;15;3;Bühler
2018-11-01;9055;w;Erika;13;4;Bühler
2018-11-01;9056;w;Ursula;25;5;Gais
2018-11-01;9057;w;Nicole;17;1;Schwende/Weissbad/Wasserauen
2018-11-01;9057;m;Hans;17;2;Schwende/Weissbad/Wasserauen
2018-11-01;9057;m;Roman;14;4;Schwende/Weissbad/Wasserauen
2018-11-01;9058;w;Susanne;7;2;Brülisau
2018-11-01;9058;w;n/a;5;4;Brülisau
2018-11-01;9058;m;Martin;8;2;Brülisau
2018-11-01;9058;m;Reto;7;4;Brülisau
2018-11-01;9058;m;Bruno;7;4;Brülisau
2018-11-01;9063;m;Walter;22;1;Stein AR
2018-11-01;9063;m;Urs;17;4;Stein AR
2018-11-01;9063;m;Hans;16;5;Stein AR
2018-11-01;9064;w;Vreni;7;4;Hundwil
2018-11-01;9064;m;Walter;11;5;Hundwil
2018-11-01;9100;w;Maria;143;1;Herisau
2018-11-01;9100;w;Monika;102;4;Herisau
2018-11-01;9105;m;Ernst;20;2;Schönengrund
2018-11-01;9107;w;Heidi;27;1;Urnäsch
2018-11-01;9107;w;Andrea;19;5;Urnäsch
2018-11-01;9107;m;Hans;48;1;Urnäsch
2018-11-01;9108;w;Monika;13;4;Gontenbad/Gonten/Jakobsbad
2018-11-01;9108;m;Thomas;22;3;Gontenbad/Gonten/Jakobsbad
2018-11-01;9112;w;Debora;7;1;Schachen b.Herisau
2018-11-01;9112;w;Nina;7;1;Schachen b.Herisau
2018-11-01;9112;w;Doris;6;3;Schachen b.Herisau
2018-11-01;9112;m;Martin;6;3;Schachen b.Herisau
2018-11-01;9113;w;Ruth;30;5;Degersheim
2018-11-01;9113;m;Bruno;29;5;Degersheim
2018-11-01;9115;w;Ursula;7;1;Dicken
2018-11-01;9115;m;Hans;7;1;Dicken
2018-11-01;9115;m;Andreas;7;1;Dicken
2018-11-01;9115;m;David;6;3;Dicken
2018-11-01;9116;w;n/a;5;3;Wolfertswil
2018-11-01;9122;w;Susanne;10;1;Mogelsberg/Ebersol
2018-11-01;9122;w;Heidi;9;2;Mogelsberg/Ebersol
2018-11-01;9123;m;Ruedi;7;1;Nassen
2018-11-01;9125;w;Monika;10;3;Brunnadern
2018-11-01;9125;w;Rita;8;5;Brunnadern
2018-11-01;9125;m;Peter;18;1;Brunnadern
2018-11-01;9125;m;Hans;14;3;Brunnadern
2018-11-01;9125;m;Michael;11;5;Brunnadern
2018-11-01;9126;w;n/a;5;1;Necker
2018-11-01;9127;w;Erika;6;3;St. Peterzell
2018-11-01;9127;w;Karin;6;3;St. Peterzell
2018-11-01;9127;m;Ernst;8;3;St. Peterzell
2018-11-01;9127;m;Stefan;8;3;St. Peterzell
2018-11-01;9200;m;Daniel;165;1;Gossau SG
2018-11-01;9203;w;Maria;14;2;Niederwil SG
2018-11-01;9203;m;Bruno;21;1;Niederwil SG
2018-11-01;9204;w;Claudia;23;1;Andwil SG
2018-11-01;9204;w;Sandra;17;4;Andwil SG
2018-11-01;9204;m;Andreas;27;1;Andwil SG
2018-11-01;9204;m;Thomas;26;2;Andwil SG
2018-11-01;9204;m;Markus;21;3;Andwil SG
2018-11-01;9205;w;Claudia;26;1;Waldkirch
2018-11-01;9205;w;Monika;18;4;Waldkirch
2018-11-01;9212;w;Sandra;18;3;Arnegg
2018-11-01;9212;w;Nicole;14;5;Arnegg
2018-11-01;9212;m;Markus;18;5;Arnegg
2018-11-01;9213;w;Erika;8;5;Hauptwil
2018-11-01;9213;m;Michael;16;3;Hauptwil
2018-11-01;9214;w;Anna;8;3;Kradolf
